onset	duration	sample	value	key	prompt_text
7.279	12.2545	14558	prompt	n/a	the quick brown fox jumps over a lazy dog\n
12.378	0.013	24756	keystroke_t	t	n/a
12.421	0.06	24842	keystroke_h	h	n/a
12.496	0.0895	24992	keystroke_e	e	n/a
12.6	0.075	25200	keystroke_Key.space	Key.space	n/a
12.751	0.1055	25502	keystroke_q	q	n/a
12.8715	0.0745	25743	keystroke_u	u	n/a
12.9155	0.0745	25831	keystroke_i	i	n/a
13.005	0.0755	26010	keystroke_c	c	n/a
13.0955	0.075	26191	keystroke_k	k	n/a
13.1105	0.03	26221	keystroke_j	j	n/a
13.2155	0.0755	26431	keystroke_Key.space	Key.space	n/a
13.3965	0.0595	26793	keystroke_b	b	n/a
13.771	0.074	27542	keystroke_Key.backspace	Key.backspace	n/a
13.8905	0.0755	27781	keystroke_Key.backspace	Key.backspace	n/a
14.025	0.075	28050	keystroke_Key.backspace	Key.backspace	n/a
14.265	0.061	28530	keystroke_Key.space	Key.space	n/a
14.4015	0.059	28803	keystroke_b	b	n/a
14.5945	0.061	29189	keystroke_r	r	n/a
14.671	0.0895	29342	keystroke_o	o	n/a
14.805	0.0905	29610	keystroke_w	w	n/a
14.941	0.075	29882	keystroke_n	n	n/a
14.9855	0.075	29971	keystroke_Key.space	Key.space	n/a
15.121	0.059	30242	keystroke_f	f	n/a
15.256	0.12	30512	keystroke_o	o	n/a
15.391	0.1195	30782	keystroke_x	x	n/a
15.5405	0.075	31081	keystroke_Key.space	Key.space	n/a
15.9605	0.0905	31921	keystroke_u	u	n/a
16.4405	0.0605	32881	keystroke_Key.backspace	Key.backspace	n/a
16.635	0.061	33270	keystroke_j	j	n/a
16.8005	0.091	33601	keystroke_u	u	n/a
16.9955	0.1205	33991	keystroke_m	m	n/a
17.071	0.09	34142	keystroke_p	p	n/a
17.326	0.1495	34652	keystroke_s	s	n/a
17.4605	0.09	34921	keystroke_Key.space	Key.space	n/a
17.5515	0.0745	35103	keystroke_o	o	n/a
17.731	0.1195	35462	keystroke_v	v	n/a
17.7915	0.1045	35583	keystroke_e	e	n/a
17.8515	0.105	35703	keystroke_r	r	n/a
18.015	0.03	36030	keystroke_Key.space	Key.space	n/a
18.151	0.1345	36302	keystroke_a	a	n/a
18.27	0.0905	36540	keystroke_Key.space	Key.space	n/a
18.4055	0.06	36811	keystroke_l	l	n/a
18.511	0.105	37022	keystroke_a	a	n/a
18.7655	0.0605	37531	keystroke_z	z	n/a
18.856	0.0595	37712	keystroke_y	y	n/a
18.9305	0.059	37861	keystroke_Key.space	Key.space	n/a
19.065	0.0755	38130	keystroke_d	d	n/a
19.186	0.06	38372	keystroke_o	o	n/a
19.306	0.045	38612	keystroke_g	g	n/a
19.4555	0.0745	38911	keystroke_Key.enter	Key.enter	n/a
19.5405	8.047	39081	prompt	n/a	years exceptional thanksgiving ontario\n
20.2505	0.075	40501	keystroke_y	y	n/a
20.3105	0.1205	40621	keystroke_e	e	n/a
20.3705	0.1355	40741	keystroke_a	a	n/a
20.476	0.0595	40952	keystroke_r	r	n/a
20.5805	0.1355	41161	keystroke_s	s	n/a
20.7305	0.0595	41461	keystroke_Key.space	Key.space	n/a
20.8955	0.1045	41791	keystroke_e	e	n/a
21.15	0.046	42300	keystroke_x	x	n/a
21.166	0.074	42332	keystroke_c	c	n/a
21.286	0.1045	42572	keystroke_e	e	n/a
21.4805	0.075	42961	keystroke_p	p	n/a
21.661	0.0595	43322	keystroke_t	t	n/a
21.7805	0.106	43561	keystroke_i	i	n/a
21.7955	0.136	43591	keystroke_o	o	n/a
21.8555	0.09	43711	keystroke_n	n	n/a
22.006	0.075	44012	keystroke_a	a	n/a
22.1565	0.059	44313	keystroke_l	l	n/a
22.1855	0.06	44371	keystroke_Key.space	Key.space	n/a
22.9365	0.059	45873	keystroke_t	t	n/a
23.0105	0.045	46021	keystroke_h	h	n/a
23.146	0.105	46292	keystroke_a	a	n/a
23.2955	0.091	46591	keystroke_n	n	n/a
23.416	0.0895	46832	keystroke_s	s	n/a
23.5805	0.106	47161	keystroke_k	k	n/a
23.9105	0.06	47821	keystroke_Key.backspace	Key.backspace	n/a
24.0305	0.075	48061	keystroke_Key.backspace	Key.backspace	n/a
24.211	0.0455	48422	keystroke_k	k	n/a
24.271	0.105	48542	keystroke_s	s	n/a
24.6455	0.06	49291	keystroke_g	g	n/a
24.7355	0.0605	49471	keystroke_i	i	n/a
24.8555	0.06	49711	keystroke_v	v	n/a
24.9005	0.0455	49801	keystroke_i	i	n/a
25.156	0.074	50312	keystroke_n	n	n/a
25.306	0.015	50612	keystroke_g	g	n/a
25.395	0.045	50790	keystroke_Key.space	Key.space	n/a
25.711	0.09	51422	keystroke_o	o	n/a
25.921	0.06	51842	keystroke_n	n	n/a
26.2955	0.0895	52591	keystroke_t	t	n/a
26.461	0.1495	52922	keystroke_a	a	n/a
26.535	0.1205	53070	keystroke_r	r	n/a
26.7015	0.1635	53403	keystroke_i	i	n/a
26.746	0.1355	53492	keystroke_o	o	n/a
26.806	0.09	53612	keystroke_u	u	n/a
27.315	0.0455	54630	keystroke_Key.backspace	Key.backspace	n/a
27.5255	0.06	55051	keystroke_Key.enter	Key.enter	n/a
27.5925	7.945	55185	prompt	n/a	prizes amateur uruguay pupils\n
28.1855	0.06	56371	keystroke_p	p	n/a
28.3505	0.06	56701	keystroke_r	r	n/a
28.4255	0.0455	56851	keystroke_i	i	n/a
28.5455	0.12	57091	keystroke_z	z	n/a
28.6205	0.135	57241	keystroke_e	e	n/a
28.8455	0.076	57691	keystroke_s	s	n/a
28.9505	0.075	57901	keystroke_Key.space	Key.space	n/a
29.16	0.0755	58320	keystroke_a	a	n/a
29.296	0.0455	58592	keystroke_m	m	n/a
29.805	0.0755	59610	keystroke_a	a	n/a
30.061	0.0595	60122	keystroke_t	t	n/a
30.2855	0.105	60571	keystroke_e	e	n/a
30.4355	0.06	60871	keystroke_u	u	n/a
30.6155	0.0605	61231	keystroke_r	r	n/a
30.8105	0.0595	61621	keystroke_Key.space	Key.space	n/a
31.3505	0.121	62701	keystroke_u	u	n/a
31.546	0.074	63092	keystroke_r	r	n/a
31.71	0.0905	63420	keystroke_a	a	n/a
31.876	0.045	63752	keystroke_u	u	n/a
32.1155	0.075	64231	keystroke_Key.backspace	Key.backspace	n/a
32.2355	0.0895	64471	keystroke_Key.backspace	Key.backspace	n/a
32.461	0.045	64922	keystroke_u	u	n/a
32.731	0.0745	65462	keystroke_g	g	n/a
33.1655	0.045	66331	keystroke_u	u	n/a
33.3605	0.09	66721	keystroke_a	a	n/a
33.4355	0.045	66871	keystroke_r	r	n/a
33.9755	0.045	67951	keystroke_Key.backspace	Key.backspace	n/a
34.2155	0.03	68431	keystroke_y	y	n/a
