onset	duration	sample	value	key	prompt_text
1.784	11.1275	3568	prompt	n/a	the quick brown fox jumps over a lazy dog\n
4.251	0.028	8502	keystroke_t	t	n/a
4.309	0.1195	8618	keystroke_h	h	n/a
4.4135	0.105	8827	keystroke_e	e	n/a
4.5935	0.0895	9187	keystroke_Key.space	Key.space	n/a
5.701	0.105	11402	keystroke_q	q	n/a
5.9405	0.1705	11881	keystroke_u	u	n/a
6.0455	0.1405	12091	keystroke_i	i	n/a
6.216	0.09	12432	keystroke_c	c	n/a
6.366	0.1345	12732	keystroke_k	k	n/a
6.5455	0.203	13091	keystroke_Key.space	Key.space	n/a
6.7335	0.12	13467	keystroke_b	b	n/a
6.8835	0.1045	13767	keystroke_r	r	n/a
7.018	0.1345	14036	keystroke_o	o	n/a
7.123	0.1195	14246	keystroke_w	w	n/a
7.2575	0.105	14515	keystroke_n	n	n/a
7.467	0.1355	14934	keystroke_Key.space	Key.space	n/a
7.6475	0.105	15295	keystroke_f	f	n/a
7.7675	0.1345	15535	keystroke_o	o	n/a
7.917	0.105	15834	keystroke_x	x	n/a
8.037	0.1645	16074	keystroke_Key.space	Key.space	n/a
8.651	0.0895	17302	keystroke_j	j	n/a
8.9055	0.1665	17811	keystroke_u	u	n/a
9.042	0.165	18084	keystroke_m	m	n/a
9.177	0.1195	18354	keystroke_p	p	n/a
9.252	0.1045	18504	keystroke_s	s	n/a
9.4765	0.135	18953	keystroke_Key.space	Key.space	n/a
9.5965	0.1045	19193	keystroke_o	o	n/a
9.671	0.135	19342	keystroke_v	v	n/a
9.866	0.135	19732	keystroke_e	e	n/a
9.9705	0.0905	19941	keystroke_r	r	n/a
10.1355	0.12	20271	keystroke_Key.space	Key.space	n/a
10.2855	0.1345	20571	keystroke_a	a	n/a
10.405	0.12	20810	keystroke_Key.space	Key.space	n/a
10.585	0.12	21170	keystroke_l	l	n/a
10.69	0.1645	21380	keystroke_a	a	n/a
10.8245	0.121	21649	keystroke_z	z	n/a
10.9295	0.1055	21859	keystroke_y	y	n/a
11.02	0.12	22040	keystroke_Key.space	Key.space	n/a
11.17	0.105	22340	keystroke_d	d	n/a
11.26	0.0895	22520	keystroke_o	o	n/a
11.4095	0.061	22819	keystroke_g	g	n/a
12.8495	0.0605	25699	keystroke_Key.enter	Key.enter	n/a
12.917	6.174	25834	prompt	n/a	counties destroyed brother headline\n
13.99	0.12	27980	keystroke_c	c	n/a
14.125	0.1345	28250	keystroke_o	o	n/a
14.2445	0.1355	28489	keystroke_u	u	n/a
14.3195	0.1355	28639	keystroke_n	n	n/a
14.41	0.12	28820	keystroke_t	t	n/a
14.545	0.1195	29090	keystroke_i	i	n/a
14.6045	0.09	29209	keystroke_e	e	n/a
14.8145	0.0905	29629	keystroke_s	s	n/a
14.875	0.135	29750	keystroke_Key.space	Key.space	n/a
15.055	0.1345	30110	keystroke_d	d	n/a
15.2045	0.1055	30409	keystroke_e	e	n/a
15.4445	0.12	30889	keystroke_s	s	n/a
15.5795	0.0745	31159	keystroke_t	t	n/a
15.759	0.121	31518	keystroke_r	r	n/a
15.895	0.1345	31790	keystroke_o	o	n/a
15.9695	0.12	31939	keystroke_y	y	n/a
16.0595	0.105	32119	keystroke_e	e	n/a
16.1345	0.1045	32269	keystroke_d	d	n/a
16.224	0.121	32448	keystroke_Key.space	Key.space	n/a
16.8395	0.09	33679	keystroke_b	b	n/a
17.199	0.0755	34398	keystroke_r	r	n/a
17.3495	0.1345	34699	keystroke_o	o	n/a
17.514	0.12	35028	keystroke_t	t	n/a
17.664	0.121	35328	keystroke_h	h	n/a
17.7995	0.15	35599	keystroke_e	e	n/a
17.9195	0.105	35839	keystroke_r	r	n/a
18.0245	0.1345	36049	keystroke_Key.space	Key.space	n/a
18.129	0.135	36258	keystroke_h	h	n/a
18.219	0.211	36438	keystroke_e	e	n/a
18.295	0.1495	36590	keystroke_a	a	n/a
18.43	0.0595	36860	keystroke_d	d	n/a
18.43	0.1645	36860	keystroke_l	l	n/a
18.4895	0.15	36979	keystroke_i	i	n/a
18.5945	0.12	37189	keystroke_n	n	n/a
18.6845	0.075	37369	keystroke_e	e	n/a
18.9545	0.1345	37909	keystroke_Key.enter	Key.enter	n/a
19.0965	9.4285	38193	prompt	n/a	commented release arbor supplied\n
19.659	0.1205	39318	keystroke_c	c	n/a
19.7495	0.12	39499	keystroke_o	o	n/a
19.8395	0.105	39679	keystroke_m	m	n/a
20.0045	0.1045	40009	keystroke_m	m	n/a
20.094	0.105	40188	keystroke_e	e	n/a
20.184	0.12	40368	keystroke_n	n	n/a
20.2445	0.1345	40489	keystroke_d	d	n/a
20.394	0.09	40788	keystroke_e	e	n/a
20.484	0.12	40968	keystroke_t	t	n/a
