onset	duration	sample	value	key	prompt_text
3.712	12.966	7424	prompt	n/a	the quick brown fox jumps over a lazy dog\n
5.269	0.0425	10538	keystroke_t	t	n/a
5.27	0.0875	10540	keystroke_h	h	n/a
10.5385	0.027	21077	keystroke_e	e	n/a
10.5805	0.075	21161	keystroke_Key.space	Key.space	n/a
10.911	0.09	21822	keystroke_q	q	n/a
10.986	0.105	21972	keystroke_u	u	n/a
11.046	0.09	22092	keystroke_i	i	n/a
11.256	0.09	22512	keystroke_c	c	n/a
11.391	0.0305	22782	keystroke_k	k	n/a
11.4665	0.0455	22933	keystroke_Key.space	Key.space	n/a
11.767	0.09	23534	keystroke_b	b	n/a
11.917	0.045	23834	keystroke_r	r	n/a
11.977	0.075	23954	keystroke_o	o	n/a
12.097	0.0905	24194	keystroke_w	w	n/a
12.2025	0.06	24405	keystroke_n	n	n/a
12.3375	0.074	24675	keystroke_Key.space	Key.space	n/a
12.4275	0.0745	24855	keystroke_f	f	n/a
12.532	0.06	25064	keystroke_o	o	n/a
12.7425	0.06	25485	keystroke_x	x	n/a
12.8175	0.075	25635	keystroke_Key.space	Key.space	n/a
13.0425	0.075	26085	keystroke_j	j	n/a
13.1925	0.075	26385	keystroke_u	u	n/a
13.403	0.1505	26806	keystroke_m	m	n/a
13.508	0.0905	27016	keystroke_p	p	n/a
13.6285	0.105	27257	keystroke_s	s	n/a
14.0035	0.09	28007	keystroke_Key.space	Key.space	n/a
14.184	0.104	28368	keystroke_o	o	n/a
14.304	0.074	28608	keystroke_v	v	n/a
14.544	0.1045	29088	keystroke_e	e	n/a
14.573	0.1055	29146	keystroke_r	r	n/a
14.7085	0.105	29417	keystroke_Key.space	Key.space	n/a
15.1145	0.104	30229	keystroke_a	a	n/a
15.2335	0.06	30467	keystroke_Key.space	Key.space	n/a
15.384	0.1205	30768	keystroke_l	l	n/a
15.5195	0.1795	31039	keystroke_a	a	n/a
15.609	0.1355	31218	keystroke_z	z	n/a
15.8795	0.09	31759	keystroke_y	y	n/a
