onset	duration	sample	value	key	prompt_text
5.1905	8.642	10381	prompt	n/a	the quick brown fox jumps over a lazy dog\n
6.2565	0.0445	12513	keystroke_t	t	n/a
6.2705	0.0605	12541	keystroke_h	h	n/a
6.451	0.06	12902	keystroke_w	w	n/a
6.466	0.03	12932	keystroke_e	e	n/a
6.6005	0.105	13201	keystroke_Key.space	Key.space	n/a
6.8855	0.06	13771	keystroke_Key.backspace	Key.backspace	n/a
7.0055	0.09	14011	keystroke_Key.backspace	Key.backspace	n/a
7.1405	0.075	14281	keystroke_e	e	n/a
7.4405	0.045	14881	keystroke_Key.backspace	Key.backspace	n/a
7.5455	0.075	15091	keystroke_Key.backspace	Key.backspace	n/a
7.6055	0.0745	15211	keystroke_e	e	n/a
7.74	0.075	15480	keystroke_Key.space	Key.space	n/a
7.83	0.09	15660	keystroke_q	q	n/a
7.98	0.075	15960	keystroke_u	u	n/a
8.13	0.075	16260	keystroke_i	i	n/a
8.22	0.105	16440	keystroke_c	c	n/a
8.3695	0.12	16739	keystroke_k	k	n/a
8.4745	0.075	16949	keystroke_Key.space	Key.space	n/a
8.5945	0.0595	17189	keystroke_b	b	n/a
8.669	0.09	17338	keystroke_r	r	n/a
8.76	0.074	17520	keystroke_o	o	n/a
8.864	0.105	17728	keystroke_w	w	n/a
8.939	0.06	17878	keystroke_n	n	n/a
9.059	0.09	18118	keystroke_Key.space	Key.space	n/a
9.855	0.1045	19710	keystroke_f	f	n/a
9.9445	0.075	19889	keystroke_o	o	n/a
10.0495	0.09	20099	keystroke_x	x	n/a
10.1545	0.105	20309	keystroke_Key.space	Key.space	n/a
10.335	0.075	20670	keystroke_j	j	n/a
10.485	0.075	20970	keystroke_u	u	n/a
10.62	0.1055	21240	keystroke_m	m	n/a
10.8605	0.105	21721	keystroke_p	p	n/a
11.055	0.0905	22110	keystroke_s	s	n/a
11.2055	0.059	22411	keystroke_Key.space	Key.space	n/a
11.31	0.09	22620	keystroke_o	o	n/a
11.385	0.105	22770	keystroke_v	v	n/a
11.475	0.105	22950	keystroke_e	e	n/a
11.535	0.09	23070	keystroke_r	r	n/a
11.595	0.075	23190	keystroke_Key.space	Key.space	n/a
11.685	0.105	23370	keystroke_a	a	n/a
11.76	0.06	23520	keystroke_Key.space	Key.space	n/a
11.91	0.105	23820	keystroke_l	l	n/a
11.97	0.075	23940	keystroke_a	a	n/a
12.135	0.075	24270	keystroke_z	z	n/a
12.3295	0.09	24659	keystroke_y	y	n/a
12.4495	0.075	24899	keystroke_Key.space	Key.space	n/a
12.5395	0.09	25079	keystroke_d	d	n/a
12.6445	0.06	25289	keystroke_o	o	n/a
12.7195	0.09	25439	keystroke_g	g	n/a
13.77	0.06	27540	keystroke_Key.enter	Key.enter	n/a
13.8365	9.2505	27673	prompt	n/a	divide frequently finance file\n
14.3705	0.09	28741	keystroke_d	d	n/a
14.5055	0.0745	29011	keystroke_i	i	n/a
14.58	0.09	29160	keystroke_v	v	n/a
14.655	0.075	29310	keystroke_i	i	n/a
16.38	0.075	32760	keystroke_d	d	n/a
16.515	0.0895	33030	keystroke_e	e	n/a
16.6345	0.09	33269	keystroke_Key.space	Key.space	n/a
16.8295	0.135	33659	keystroke_f	f	n/a
17.085	0.06	34170	keystroke_e	e	n/a
17.1	0.015	34200	keystroke_r	r	n/a
17.535	0.045	35070	keystroke_Key.backspace	Key.backspace	n/a
17.64	0.075	35280	keystroke_Key.backspace	Key.backspace	n/a
17.7005	0.1045	35401	keystroke_r	r	n/a
17.745	0.075	35490	keystroke_e	e	n/a
17.91	0.09	35820	keystroke_q	q	n/a
18.015	0.075	36030	keystroke_u	u	n/a
19.185	0.09	38370	keystroke_e	e	n/a
19.29	0.06	38580	keystroke_n	n	n/a
19.455	0.105	38910	keystroke_t	t	n/a
19.74	0.09	39480	keystroke_l	l	n/a
19.86	0.075	39720	keystroke_y	y	n/a
20.265	0.09	40530	keystroke_Key.space	Key.space	n/a
20.5355	0.12	41071	keystroke_f	f	n/a
20.6705	0.1195	41341	keystroke_i	i	n/a
20.7305	0.1195	41461	keystroke_n	n	n/a
20.865	0.12	41730	keystroke_a	a	n/a
21.015	0.06	42030	keystroke_n	n	n/a
21.09	0.105	42180	keystroke_c	c	n/a
21.15	0.12	42300	keystroke_e	e	n/a
21.555	0.105	43110	keystroke_Key.space	Key.space	n/a
21.81	0.12	43620	keystroke_f	f	n/a
21.915	0.075	43830	keystroke_i	i	n/a
22.08	0.075	44160	keystroke_l	l	n/a
22.185	0.075	44370	keystroke_e	e	n/a
23.025	0.06	46050	keystroke_Key.enter	Key.enter	n/a
23.0905	8.2915	46181	prompt	n/a	tools consultant zope generates\n
24.091	0.119	48182	keystroke_t	t	n/a
24.225	0.06	48450	keystroke_o	o	n/a
24.5855	0.09	49171	keystroke_o	o	n/a
24.75	0.09	49500	keystroke_l	l	n/a
24.855	0.105	49710	keystroke_s	s	n/a
24.915	0.09	49830	keystroke_Key.space	Key.space	n/a
25.05	0.09	50100	keystroke_c	c	n/a
25.125	0.09	50250	keystroke_o	o	n/a
25.17	0.09	50340	keystroke_n	n	n/a
25.32	0.12	50640	keystroke_s	s	n/a
25.425	0.06	50850	keystroke_u	u	n/a
25.605	0.0755	51210	keystroke_l	l	n/a
25.7855	0.135	51571	keystroke_t	t	n/a
25.8755	0.15	51751	keystroke_a	a	n/a
26.0555	0.09	52111	keystroke_n	n	n/a
26.1605	0.105	52321	keystroke_t	t	n/a
26.3695	0.075	52739	keystroke_Key.space	Key.space	n/a
26.7305	0.09	53461	keystroke_z	z	n/a
26.8345	0.075	53669	keystroke_o	o	n/a
26.9845	0.09	53969	keystroke_p	p	n/a
27.0905	0.075	54181	keystroke_e	e	n/a
27.2095	0.0905	54419	keystroke_Key.space	Key.space	n/a
27.5405	0.105	55081	keystroke_g	g	n/a
27.6605	0.075	55321	keystroke_e	e	n/a
27.7955	0.075	55591	keystroke_n	n	n/a
27.9305	0.12	55861	keystroke_e	e	n/a
27.9905	0.12	55981	keystroke_r	r	n/a
28.1705	0.12	56341	keystroke_a	a	n/a
28.2755	0.135	56551	keystroke_t	t	n/a
28.3655	0.105	56731	keystroke_e	e	n/a
28.5455	0.09	57091	keystroke_s	s	n/a
31.3675	0.013	62735	keystroke_Key.enter	Key.enter	n/a
31.3845	6.0425	62769	prompt	n/a	thrown disposal sponsorship intense\n
32.0105	0.105	64021	keystroke_t	t	n/a
32.0705	0.09	64141	keystroke_h	h	n/a
32.2205	0.0895	64441	keystroke_r	r	n/a
32.311	0.075	64622	keystroke_o	o	n/a
32.416	0.089	64832	keystroke_w	w	n/a
32.566	0.089	65132	keystroke_n	n	n/a
32.73	0.09	65460	keystroke_Key.space	Key.space	n/a
33.001	0.074	66002	keystroke_d	d	n/a
33.105	0.075	66210	keystroke_i	i	n/a
33.165	0.105	66330	keystroke_s	s	n/a
33.345	0.075	66690	keystroke_p	p	n/a
33.48	0.075	66960	keystroke_o	o	n/a
33.585	0.135	67170	keystroke_s	s	n/a
33.69	0.12	67380	keystroke_a	a	n/a
33.825	0.09	67650	keystroke_l	l	n/a
33.99	0.075	67980	keystroke_Key.space	Key.space	n/a
34.185	0.09	68370	keystroke_s	s	n/a
34.306	0.074	68612	keystroke_p	p	n/a
34.47	0.09	68940	keystroke_o	o	n/a
34.515	0.105	69030	keystroke_n	n	n/a
34.635	0.135	69270	keystroke_s	s	n/a
34.785	0.09	69570	keystroke_o	o	n/a
34.935	0.105	69870	keystroke_r	r	n/a
35.145	0.045	70290	keystroke_s	s	n/a
35.28	0.075	70560	keystroke_h	h	n/a
35.37	0.09	70740	keystroke_i	i	n/a
35.535	0.1055	71070	keystroke_p	p	n/a
35.7005	0.09	71401	keystroke_Key.space	Key.space	n/a
35.8805	0.075	71761	keystroke_i	i	n/a
35.9105	0.105	71821	keystroke_n	n	n/a
36.0005	0.075	72001	keystroke_t	t	n/a
36.0305	0.135	72061	keystroke_e	e	n/a
36.1505	0.09	72301	keystroke_n	n	n/a
36.435	0.12	72870	keystroke_s	s	n/a
36.51	0.135	73020	keystroke_e	e	n/a
37.3505	0.075	74701	keystroke_Key.enter	Key.enter	n/a
37.43	4.602	74860	prompt	n/a	issn cells scary tokyo\n
38.0705	0.075	76141	keystroke_i	i	n/a
38.2055	0.075	76411	keystroke_s	s	n/a
38.34	0.09	76680	keystroke_s	s	n/a
38.49	0.09	76980	keystroke_n	n	n/a
38.655	0.09	77310	keystroke_Key.space	Key.space	n/a
38.82	0.1195	77640	keystroke_c	c	n/a
38.9545	0.106	77909	keystroke_e	e	n/a
39.0755	0.06	78151	keystroke_l	l	n/a
39.1805	0.105	78361	keystroke_l	l	n/a
39.2705	0.09	78541	keystroke_s	s	n/a
39.3905	0.075	78781	keystroke_Key.space	Key.space	n/a
39.4955	0.09	78991	keystroke_s	s	n/a
39.5705	0.1495	79141	keystroke_c	c	n/a
39.69	0.12	79380	keystroke_a	a	n/a
39.915	0.15	79830	keystroke_r	r	n/a
40.05	0.105	80100	keystroke_y	y	n/a
40.215	0.09	80430	keystroke_Key.space	Key.space	n/a
40.32	0.12	80640	keystroke_t	t	n/a
40.425	0.09	80850	keystroke_o	o	n/a
40.59	0.105	81180	keystroke_k	k	n/a
40.725	0.075	81450	keystroke_y	y	n/a
40.83	0.06	81660	keystroke_o	o	n/a
41.9555	0.0745	83911	keystroke_Key.enter	Key.enter	n/a
42.035	5.7265	84070	prompt	n/a	needn't solely course disease\n
42.705	0.075	85410	keystroke_n	n	n/a
42.81	0.075	85620	keystroke_e	e	n/a
42.945	0.0905	85890	keystroke_e	e	n/a
43.1255	0.09	86251	keystroke_d	d	n/a
43.3805	0.075	86761	keystroke_n	n	n/a
43.755	0.09	87510	keystroke_'	'	n/a
43.905	0.075	87810	keystroke_t	t	n/a
44.04	0.09	88080	keystroke_Key.space	Key.space	n/a
44.1	0.09	88200	keystroke_s	s	n/a
44.265	0.0905	88530	keystroke_o	o	n/a
44.4605	0.075	88921	keystroke_l	l	n/a
44.5505	0.105	89101	keystroke_e	e	n/a
44.7005	0.075	89401	keystroke_l	l	n/a
44.8055	0.09	89611	keystroke_y	y	n/a
44.9105	0.09	89821	keystroke_Key.space	Key.space	n/a
45.075	0.1055	90150	keystroke_c	c	n/a
45.1955	0.045	90391	keystroke_o	o	n/a
45.3305	0.075	90661	keystroke_u	u	n/a
45.3755	0.075	90751	keystroke_r	r	n/a
45.5555	0.105	91111	keystroke_s	s	n/a
45.6305	0.105	91261	keystroke_e	e	n/a
45.7205	0.09	91441	keystroke_Key.space	Key.space	n/a
45.8405	0.105	91681	keystroke_d	d	n/a
45.9305	0.06	91861	keystroke_i	i	n/a
46.1555	0.075	92311	keystroke_e	e	n/a
46.635	0.105	93270	keystroke_Key.backspace	Key.backspace	n/a
