onset	duration	sample	value	key	prompt_text
9.0425	0.013	18085	keystroke_Key.enter	Key.enter	n/a
9.08	8.168	18160	prompt	n/a	the quick brown fox jumps over a lazy dog\n
10.0295	0.105	20059	keystroke_t	t	n/a
10.1055	0.119	20211	keystroke_h	h	n/a
10.1955	0.1495	20391	keystroke_e	e	n/a
10.27	0.165	20540	keystroke_Key.space	Key.space	n/a
10.451	0.149	20902	keystroke_q	q	n/a
10.585	0.0895	21170	keystroke_u	u	n/a
10.7645	0.075	21529	keystroke_i	i	n/a
10.8545	0.106	21709	keystroke_c	c	n/a
10.9455	0.104	21891	keystroke_k	k	n/a
11.0795	0.121	22159	keystroke_Key.space	Key.space	n/a
11.2905	0.075	22581	keystroke_b	b	n/a
11.3955	0.105	22791	keystroke_r	r	n/a
11.5005	0.06	23001	keystroke_o	o	n/a
11.5905	0.09	23181	keystroke_w	w	n/a
11.6655	0.09	23331	keystroke_n	n	n/a
11.7705	0.105	23541	keystroke_Key.space	Key.space	n/a
11.9355	0.135	23871	keystroke_f	f	n/a
12.0855	0.105	24171	keystroke_o	o	n/a
12.2355	0.135	24471	keystroke_x	x	n/a
12.3705	0.075	24741	keystroke_Key.space	Key.space	n/a
12.4755	0.075	24951	keystroke_j	j	n/a
12.6405	0.06	25281	keystroke_u	u	n/a
12.8355	0.06	25671	keystroke_m	m	n/a
13.0305	0.015	26061	keystroke_p	p	n/a
13.33	0.135	26660	keystroke_s	s	n/a
13.435	0.1505	26870	keystroke_Key.space	Key.space	n/a
13.6155	0.12	27231	keystroke_o	o	n/a
13.7505	0.075	27501	keystroke_v	v	n/a
13.9005	0.12	27801	keystroke_e	e	n/a
13.9605	0.105	27921	keystroke_r	r	n/a
13.9905	0.135	27981	keystroke_Key.space	Key.space	n/a
14.1405	0.1345	28281	keystroke_a	a	n/a
14.23	0.12	28460	keystroke_Key.space	Key.space	n/a
14.3355	0.1195	28671	keystroke_l	l	n/a
14.41	0.075	28820	keystroke_a	a	n/a
14.605	0.06	29210	keystroke_z	z	n/a
14.89	0.12	29780	keystroke_y	y	n/a
15.1	0.09	30200	keystroke_Key.space	Key.space	n/a
15.34	0.1055	30680	keystroke_d	d	n/a
15.5955	0.075	31191	keystroke_i	i	n/a
16.3	0.09	32600	keystroke_Key.backspace	Key.backspace	n/a
16.75	0.1055	33500	keystroke_o	o	n/a
16.8705	0.075	33741	keystroke_g	g	n/a
17.1255	0.12	34251	keystroke_Key.enter	Key.enter	n/a
17.252	6.25	34504	prompt	n/a	examine pipeline colleagues science\n
17.9805	0.0745	35961	keystroke_e	e	n/a
18.2805	0.0895	36561	keystroke_x	x	n/a
18.445	0.135	36890	keystroke_a	a	n/a
18.565	0.0755	37130	keystroke_m	m	n/a
18.745	0.105	37490	keystroke_i	i	n/a
18.79	0.135	37580	keystroke_n	n	n/a
18.865	0.15	37730	keystroke_e	e	n/a
18.97	0.135	37940	keystroke_Key.space	Key.space	n/a
19.21	0.12	38420	keystroke_p	p	n/a
19.45	0.105	38900	keystroke_i	i	n/a
19.675	0.09	39350	keystroke_p	p	n/a
20.1855	0.1045	40371	keystroke_e	e	n/a
20.3955	0.06	40791	keystroke_l	l	n/a
20.5605	0.09	41121	keystroke_i	i	n/a
20.6355	0.12	41271	keystroke_n	n	n/a
20.7105	0.15	41421	keystroke_e	e	n/a
20.8005	0.135	41601	keystroke_Key.space	Key.space	n/a
21.31	0.12	42620	keystroke_c	c	n/a
21.385	0.075	42770	keystroke_o	o	n/a
21.55	0.06	43100	keystroke_l	l	n/a
21.67	0.0905	43340	keystroke_l	l	n/a
21.7905	0.225	43581	keystroke_e	e	n/a
21.9255	0.15	43851	keystroke_a	a	n/a
22.1805	0.0745	44361	keystroke_g	g	n/a
22.27	0.105	44540	keystroke_u	u	n/a
22.36	0.18	44720	keystroke_e	e	n/a
22.45	0.12	44900	keystroke_s	s	n/a
22.48	0.18	44960	keystroke_Key.space	Key.space	n/a
22.69	0.1505	45380	keystroke_s	s	n/a
22.795	0.135	45590	keystroke_c	c	n/a
22.945	0.075	45890	keystroke_i	i	n/a
23.035	0.09	46070	keystroke_e	e	n/a
23.11	0.12	46220	keystroke_n	n	n/a
23.2	0.135	46400	keystroke_c	c	n/a
23.26	0.12	46520	keystroke_e	e	n/a
23.4245	0.075	46849	keystroke_Key.enter	Key.enter	n/a
23.5055	4.7365	47011	prompt	n/a	plenty buried writer page\n
24.1755	0.12	48351	keystroke_p	p	n/a
24.2505	0.09	48501	keystroke_l	l	n/a
24.3555	0.105	48711	keystroke_e	e	n/a
24.4605	0.12	48921	keystroke_n	n	n/a
24.5505	0.09	49101	keystroke_t	t	n/a
24.8055	0.09	49611	keystroke_y	y	n/a
24.9255	0.105	49851	keystroke_Key.space	Key.space	n/a
25.0755	0.09	50151	keystroke_b	b	n/a
25.2105	0.09	50421	keystroke_u	u	n/a
25.285	0.0755	50570	keystroke_r	r	n/a
25.63	0.09	51260	keystroke_i	i	n/a
25.735	0.075	51470	keystroke_e	e	n/a
25.915	0.12	51830	keystroke_d	d	n/a
26.005	0.15	52010	keystroke_Key.space	Key.space	n/a
26.14	0.09	52280	keystroke_w	w	n/a
26.32	0.075	52640	keystroke_r	r	n/a
26.425	0.0895	52850	keystroke_i	i	n/a
26.4995	0.09	52999	keystroke_t	t	n/a
27.0555	0.135	54111	keystroke_e	e	n/a
27.1155	0.135	54231	keystroke_r	r	n/a
27.2655	0.1045	54531	keystroke_Key.space	Key.space	n/a
27.52	0.12	55040	keystroke_p	p	n/a
27.685	0.075	55370	keystroke_a	a	n/a
27.865	0.075	55730	keystroke_g	g	n/a
27.97	0.105	55940	keystroke_e	e	n/a
28.1795	0.06	56359	keystroke_Key.enter	Key.enter	n/a
28.245	6.0865	56490	prompt	n/a	prophet hottest loops aids\n
28.8695	0.0605	57739	keystroke_p	p	n/a
29.1095	0.0905	58219	keystroke_r	r	n/a
29.2295	0.105	58459	keystroke_o	o	n/a
29.4695	0.09	58939	keystroke_p	p	n/a
29.7105	0.089	59421	keystroke_h	h	n/a
29.8145	0.0905	59629	keystroke_e	e	n/a
29.965	0.105	59930	keystroke_t	t	n/a
30.025	0.12	60050	keystroke_Key.space	Key.space	n/a
30.205	0.075	60410	keystroke_h	h	n/a
30.4	0.06	60800	keystroke_o	o	n/a
30.505	0.06	61010	keystroke_t	t	n/a
30.64	0.09	61280	keystroke_t	t	n/a
30.79	0.24	61580	keystroke_e	e	n/a
30.895	0.15	61790	keystroke_s	s	n/a
30.985	0.15	61970	keystroke_t	t	n/a
31.06	0.135	62120	keystroke_Key.space	Key.space	n/a
31.345	0.1195	62690	keystroke_l	l	n/a
31.5855	0.06	63171	keystroke_o	o	n/a
31.7045	0.166	63409	keystroke_o	o	n/a
31.8105	0.105	63621	keystroke_p	p	n/a
31.9005	0.119	63801	keystroke_s	s	n/a
32.0045	0.121	64009	keystroke_Key.space	Key.space	n/a
32.1095	0.166	64219	keystroke_a	a	n/a
32.2145	0.135	64429	keystroke_s	s	n/a
32.3355	0.09	64671	keystroke_i	i	n/a
32.7245	0.045	65449	keystroke_Key.backspace	Key.backspace	n/a
32.8595	0.06	65719	keystroke_Key.backspace	Key.backspace	n/a
33.2055	0.1345	66411	keystroke_i	i	n/a
33.355	0.09	66710	keystroke_d	d	n/a
33.685	0.12	67370	keystroke_s	s	n/a
34.24	0.09	68480	keystroke_Key.enter	Key.enter	n/a
34.3355	10.091	68671	prompt	n/a	weekly bufing oliver swaziland\n
34.99	0.105	69980	keystroke_w	w	n/a
35.23	0.075	70460	keystroke_e	e	n/a
35.365	0.105	70730	keystroke_e	e	n/a
35.44	0.075	70880	keystroke_k	k	n/a
35.62	0.06	71240	keystroke_l	l	n/a
35.74	0.105	71480	keystroke_y	y	n/a
36.235	0.105	72470	keystroke_Key.space	Key.space	n/a
36.61	0.075	73220	keystroke_b	b	n/a
36.73	0.12	73460	keystroke_u	u	n/a
36.865	0.12	73730	keystroke_f	f	n/a
37	0.105	74000	keystroke_i	i	n/a
37.06	0.135	74120	keystroke_n	n	n/a
37.165	0.09	74330	keystroke_g	g	n/a
37.24	0.105	74480	keystroke_Key.space	Key.space	n/a
37.51	0.105	75020	keystroke_o	o	n/a
37.69	0.09	75380	keystroke_l	l	n/a
39.175	0.12	78350	keystroke_v	v	n/a
39.8645	0.105	79729	keystroke_Key.backspace	Key.backspace	n/a
40.2405	0.1195	80481	keystroke_i	i	n/a
40.465	0.075	80930	keystroke_v	v	n/a
40.705	0.15	81410	keystroke_e	e	n/a
40.765	0.135	81530	keystroke_r	r	n/a
40.87	0.105	81740	keystroke_Key.space	Key.space	n/a
41.1395	0.09	82279	keystroke_s	s	n/a
41.3195	0.1205	82639	keystroke_w	w	n/a
41.425	0.12	82850	keystroke_a	a	n/a
42.055	0.105	84110	keystroke_z	z	n/a
42.685	0.12	85370	keystroke_i	i	n/a
43.33	0.09	86660	keystroke_l	l	n/a
43.39	0.12	86780	keystroke_a	a	n/a
43.525	0.12	87050	keystroke_n	n	n/a
43.6	0.12	87200	keystroke_d	d	n/a
44.335	0.09	88670	keystroke_Key.enter	Key.enter	n/a
44.43	9.7765	88860	prompt	n/a	individually exploration majority cubic\n
47.022	0.001	94044	keystroke_i	i	n/a
47.08	0.15	94160	keystroke_n	n	n/a
47.5	0.105	95000	keystroke_d	d	n/a
47.635	0.12	95270	keystroke_i	i	n/a
47.785	0.09	95570	keystroke_v	v	n/a
47.965	0.12	95930	keystroke_i	i	n/a
48.115	0.12	96230	keystroke_d	d	n/a
48.28	0.0895	96560	keystroke_u	u	n/a
48.3845	0.0905	96769	keystroke_a	a	n/a
48.55	0.015	97100	keystroke_l	l	n/a
48.64	0.105	97280	keystroke_l	l	n/a
48.865	0.03	97730	keystroke_y	y	n/a
48.925	0.12	97850	keystroke_Key.space	Key.space	n/a
49.33	0.075	98660	keystroke_e	e	n/a
49.5545	0.12	99109	keystroke_x	x	n/a
49.6895	0.15	99379	keystroke_p	p	n/a
49.7645	0.105	99529	keystroke_l	l	n/a
49.9745	0.075	99949	keystroke_o	o	n/a
50.0505	0.149	100101	keystroke_r	r	n/a
50.2305	0.059	100461	keystroke_a	a	n/a
50.3645	0.09	100729	keystroke_t	t	n/a
50.4395	0.195	100879	keystroke_i	i	n/a
50.5145	0.09	101029	keystroke_o	o	n/a
50.5745	0.15	101149	keystroke_n	n	n/a
50.6795	0.12	101359	keystroke_Key.space	Key.space	n/a
50.8445	0.12	101689	keystroke_m	m	n/a
50.9795	0.165	101959	keystroke_a	a	n/a
51.0845	0.105	102169	keystroke_j	j	n/a
51.2945	0.12	102589	keystroke_o	o	n/a
51.43	0.105	102860	keystroke_r	r	n/a
51.61	0.15	103220	keystroke_i	i	n/a
51.745	0.12	103490	keystroke_t	t	n/a
52	0.045	104000	keystroke_y	y	n/a
52.06	0.12	104120	keystroke_Key.space	Key.space	n/a
52.69	0.12	105380	keystroke_c	c	n/a
53.38	0.1345	106760	keystroke_u	u	n/a
53.4545	0.105	106909	keystroke_b	b	n/a
53.6795	0.12	107359	keystroke_i	i	n/a
53.8145	0.1055	107629	keystroke_c	c	n/a
54.0545	0.15	108109	keystroke_Key.enter	Key.enter	n/a
54.2115	4.2555	108423	prompt	n/a	performer basket lens citation\n
54.8645	0.12	109729	keystroke_p	p	n/a
54.9395	0.12	109879	keystroke_e	e	n/a
54.9995	0.075	109999	keystroke_r	r	n/a
55.1795	0.0755	110359	keystroke_f	f	n/a
55.24	0.075	110480	keystroke_o	o	n/a
55.33	0.09	110660	keystroke_r	r	n/a
55.405	0.105	110810	keystroke_m	m	n/a
55.48	0.135	110960	keystroke_e	e	n/a
55.54	0.12	111080	keystroke_r	r	n/a
55.6	0.12	111200	keystroke_Key.space	Key.space	n/a
55.78	0.12	111560	keystroke_b	b	n/a
55.855	0.1495	111710	keystroke_a	a	n/a
55.93	0.1045	111860	keystroke_s	s	n/a
56.0195	0.105	112039	keystroke_k	k	n/a
56.1255	0.119	112251	keystroke_e	e	n/a
56.3195	0.09	112639	keystroke_t	t	n/a
56.3795	0.12	112759	keystroke_Key.space	Key.space	n/a
56.605	0.105	113210	keystroke_l	l	n/a
56.785	0.1345	113570	keystroke_e	e	n/a
56.9495	0.12	113899	keystroke_n	n	n/a
57.0245	0.15	114049	keystroke_s	s	n/a
57.1595	0.075	114319	keystroke_Key.space	Key.space	n/a
57.2945	0.105	114589	keystroke_c	c	n/a
57.3695	0.135	114739	keystroke_i	i	n/a
57.5195	0.105	115039	keystroke_t	t	n/a
57.6695	0.15	115339	keystroke_a	a	n/a
57.7745	0.12	115549	keystroke_t	t	n/a
57.97	0.21	115940	keystroke_i	i	n/a
58.015	0.135	116030	keystroke_o	o	n/a
58.105	0.12	116210	keystroke_n	n	n/a
58.3895	0.075	116779	keystroke_Key.enter	Key.enter	n/a
58.4705	5.906	116941	prompt	n/a	anger weight performance characterization\n
59.0495	0.12	118099	keystroke_a	a	n/a
59.1545	0.12	118309	keystroke_n	n	n/a
59.2595	0.075	118519	keystroke_g	g	n/a
59.3945	0.12	118789	keystroke_e	e	n/a
59.4545	0.12	118909	keystroke_r	r	n/a
59.4845	0.135	118969	keystroke_Key.space	Key.space	n/a
59.6495	0.15	119299	keystroke_w	w	n/a
59.7245	0.12	119449	keystroke_e	e	n/a
59.9045	0.09	119809	keystroke_i	i	n/a
59.9795	0.12	119959	keystroke_g	g	n/a
60.1145	0.12	120229	keystroke_h	h	n/a
60.2045	0.105	120409	keystroke_t	t	n/a
60.2645	0.105	120529	keystroke_Key.space	Key.space	n/a
60.5045	0.105	121009	keystroke_p	p	n/a
60.5645	0.135	121129	keystroke_e	e	n/a
60.6245	0.09	121249	keystroke_r	r	n/a
60.8045	0.075	121609	keystroke_f	f	n/a
60.8945	0.075	121789	keystroke_o	o	n/a
60.9545	0.09	121909	keystroke_r	r	n/a
61.0595	0.09	122119	keystroke_m	m	n/a
61.1505	0.104	122301	keystroke_a	a	n/a
61.2695	0.105	122539	keystroke_n	n	n/a
61.3895	0.1355	122779	keystroke_c	c	n/a
61.51	0.1195	123020	keystroke_e	e	n/a
61.705	0.0895	123410	keystroke_Key.space	Key.space	n/a
61.8545	0.12	123709	keystroke_c	c	n/a
61.9295	0.135	123859	keystroke_h	h	n/a
62.005	0.1345	124010	keystroke_a	a	n/a
62.1095	0.105	124219	keystroke_r	r	n/a
62.2445	0.15	124489	keystroke_a	a	n/a
62.3495	0.105	124699	keystroke_c	c	n/a
62.5595	0.06	125119	keystroke_t	t	n/a
62.68	0.105	125360	keystroke_e	e	n/a
62.725	0.12	125450	keystroke_r	r	n/a
62.86	0.105	125720	keystroke_i	i	n/a
62.98	0.12	125960	keystroke_z	z	n/a
63.265	0.0745	126530	keystroke_a	a	n/a
63.43	0.09	126860	keystroke_t	t	n/a
63.49	0.21	126980	keystroke_i	i	n/a
63.565	0.12	127130	keystroke_o	o	n/a
63.625	0.135	127250	keystroke_n	n	n/a
64.24	0.135	128480	keystroke_Key.enter	Key.enter	n/a
