onset	duration	sample	value	key	prompt_text
5.102	12.594	10204	prompt	n/a	the quick brown fox jumps over a lazy dog\n
7.8415	0.042	15683	keystroke_t	t	n/a
7.8985	0.09	15797	keystroke_h	h	n/a
8.0485	0.075	16097	keystroke_e	e	n/a
8.1075	0.12	16215	keystroke_Key.space	Key.space	n/a
8.4685	0.09	16937	keystroke_q	q	n/a
8.5735	0.105	17147	keystroke_u	u	n/a
8.6335	0.09	17267	keystroke_i	i	n/a
8.7835	0.09	17567	keystroke_c	c	n/a
8.8585	0.12	17717	keystroke_k	k	n/a
8.9175	0.151	17835	keystroke_Key.space	Key.space	n/a
9.0535	0.105	18107	keystroke_b	b	n/a
9.1735	0.09	18347	keystroke_o	o	n/a
9.2935	0.075	18587	keystroke_r	r	n/a
9.5935	0.12	19187	keystroke_w	w	n/a
9.7735	0.105	19547	keystroke_n	n	n/a
10.6735	0.06	21347	keystroke_Key.backspace	Key.backspace	n/a
10.9285	0.075	21857	keystroke_Key.backspace	Key.backspace	n/a
11.1385	0.075	22277	keystroke_Key.backspace	Key.backspace	n/a
11.5435	0.075	23087	keystroke_Key.backspace	Key.backspace	n/a
11.8285	0.12	23657	keystroke_r	r	n/a
12.0235	0.09	24047	keystroke_o	o	n/a
12.1435	0.135	24287	keystroke_w	w	n/a
12.2935	0.195	24587	keystroke_n	n	n/a
12.4285	0.135	24857	keystroke_Key.space	Key.space	n/a
12.5785	0.075	25157	keystroke_f	f	n/a
12.7135	0.12	25427	keystroke_o	o	n/a
13.2385	0.105	26477	keystroke_x	x	n/a
13.4185	0.135	26837	keystroke_Key.space	Key.space	n/a
14.0035	0.045	28007	keystroke_j	j	n/a
14.1835	0.045	28367	keystroke_u	u	n/a
14.3785	0.105	28757	keystroke_m	m	n/a
14.4685	0.09	28937	keystroke_p	p	n/a
14.5735	0.12	29147	keystroke_s	s	n/a
14.6785	0.135	29357	keystroke_Key.space	Key.space	n/a
14.7535	0.12	29507	keystroke_o	o	n/a
14.8585	0.09	29717	keystroke_v	v	n/a
15.0685	0.18	30137	keystroke_e	e	n/a
15.1585	0.135	30317	keystroke_r	r	n/a
15.3085	0.075	30617	keystroke_Key.space	Key.space	n/a
15.4135	0.105	30827	keystroke_a	a	n/a
15.4885	0.15	30977	keystroke_Key.space	Key.space	n/a
15.6985	0.135	31397	keystroke_l	l	n/a
15.8185	0.165	31637	keystroke_a	a	n/a
16.0435	0.24	32087	keystroke_z	z	n/a
16.2535	0.135	32507	keystroke_y	y	n/a
16.3285	0.165	32657	keystroke_Key.space	Key.space	n/a
16.4485	0.105	32897	keystroke_d	d	n/a
16.5985	0.12	33197	keystroke_o	o	n/a
16.8535	0.075	33707	keystroke_g	g	n/a
17.6485	0.045	35297	keystroke_Key.enter	Key.enter	n/a
17.7025	7.778	35405	prompt	n/a	identification sans removable cash\n
18.3985	0.105	36797	keystroke_i	i	n/a
18.4885	0.24	36977	keystroke_d	d	n/a
18.6535	0.195	37307	keystroke_e	e	n/a
18.8785	0.165	37757	keystroke_n	n	n/a
19.1035	0.075	38207	keystroke_t	t	n/a
19.2985	0.105	38597	keystroke_i	i	n/a
19.4935	0.105	38987	keystroke_f	f	n/a
19.6135	0.12	39227	keystroke_i	i	n/a
19.7635	0.15	39527	keystroke_d	d	n/a
19.9285	0.12	39857	keystroke_a	a	n/a
20.3785	0.075	40757	keystroke_Key.backspace	Key.backspace	n/a
20.5585	0.105	41117	keystroke_Key.backspace	Key.backspace	n/a
21.4135	0.135	42827	keystroke_c	c	n/a
21.5185	0.105	43037	keystroke_a	a	n/a
21.7435	0.09	43487	keystroke_t	t	n/a
21.8485	0.165	43697	keystroke_i	i	n/a
21.9235	0.165	43847	keystroke_o	o	n/a
22.0285	0.12	44057	keystroke_n	n	n/a
22.1935	0.135	44387	keystroke_Key.space	Key.space	n/a
22.3735	0.135	44747	keystroke_s	s	n/a
22.4485	0.135	44897	keystroke_a	a	n/a
22.5985	0.105	45197	keystroke_n	n	n/a
22.7335	0.105	45467	keystroke_s	s	n/a
22.8235	0.15	45647	keystroke_Key.space	Key.space	n/a
22.9585	0.135	45917	keystroke_r	r	n/a
23.0335	0.165	46067	keystroke_e	e	n/a
23.1085	0.195	46217	keystroke_m	m	n/a
23.2285	0.195	46457	keystroke_o	o	n/a
23.9035	0.12	47807	keystroke_v	v	n/a
24.0385	0.12	48077	keystroke_e	e	n/a
24.1135	0.15	48227	keystroke_a	a	n/a
24.3385	0.06	48677	keystroke_b	b	n/a
24.4435	0.105	48887	keystroke_l	l	n/a
24.5635	0.105	49127	keystroke_e	e	n/a
24.6835	0.12	49367	keystroke_Key.space	Key.space	n/a
24.7735	0.15	49547	keystroke_c	c	n/a
24.8785	0.18	49757	keystroke_a	a	n/a
25.0285	0.135	50057	keystroke_s	s	n/a
25.1785	0.105	50357	keystroke_h	h	n/a
25.4035	0.075	50807	keystroke_Key.enter	Key.enter	n/a
25.485	12.5955	50970	prompt	n/a	delays assumes disturbed land\n
26.5135	0.21	53027	keystroke_d	d	n/a
26.6635	0.135	53327	keystroke_e	e	n/a
26.7385	0.12	53477	keystroke_l	l	n/a
26.9335	0.12	53867	keystroke_a	a	n/a
27.1435	0.075	54287	keystroke_y	y	n/a
27.3235	0.135	54647	keystroke_s	s	n/a
27.4885	0.12	54977	keystroke_Key.space	Key.space	n/a
27.6385	0.12	55277	keystroke_a	a	n/a
27.7285	0.12	55457	keystroke_s	s	n/a
27.9235	0.12	55847	keystroke_s	s	n/a
28.0585	0.03	56117	keystroke_y	y	n/a
28.5685	0.09	57137	keystroke_m	m	n/a
28.7185	0.225	57437	keystroke_e	e	n/a
28.8535	0.195	57707	keystroke_s	s	n/a
30.1135	0.06	60227	keystroke_Key.backspace	Key.backspace	n/a
30.3535	0.045	60707	keystroke_Key.backspace	Key.backspace	n/a
30.6535	0.075	61307	keystroke_Key.backspace	Key.backspace	n/a
30.9985	0.06	61997	keystroke_Key.backspace	Key.backspace	n/a
31.5385	0.075	63077	keystroke_u	u	n/a
31.7935	0.06	63587	keystroke_m	m	n/a
31.9285	0.21	63857	keystroke_e	e	n/a
32.0485	0.135	64097	keystroke_s	s	n/a
32.2285	0.12	64457	keystroke_Key.space	Key.space	n/a
32.4985	0.12	64997	keystroke_d	d	n/a
32.6335	0.09	65267	keystroke_i	i	n/a
32.6785	0.12	65357	keystroke_s	s	n/a
32.9185	0.135	65837	keystroke_t	t	n/a
32.9935	0.12	65987	keystroke_r	r	n/a
33.1285	0.24	66257	keystroke_u	u	n/a
33.3535	0.105	66707	keystroke_b	b	n/a
33.4885	0.15	66977	keystroke_r	r	n/a
33.6085	0.21	67217	keystroke_e	e	n/a
33.7735	0.105	67547	keystroke_d	d	n/a
34.6735	0.105	69347	keystroke_Key.backspace	Key.backspace	n/a
34.8985	0.045	69797	keystroke_Key.backspace	Key.backspace	n/a
35.0485	0.09	70097	keystroke_Key.backspace	Key.backspace	n/a
35.2135	0.075	70427	keystroke_Key.backspace	Key.backspace	n/a
35.3635	0.105	70727	keystroke_Key.backspace	Key.backspace	n/a
35.5435	0.075	71087	keystroke_Key.backspace	Key.backspace	n/a
36.4585	0.12	72917	keystroke_u	u	n/a
36.6385	0.09	73277	keystroke_r	r	n/a
36.7585	0.06	73517	keystroke_b	b	n/a
36.8485	0.135	73697	keystroke_e	e	n/a
36.9385	0.15	73877	keystroke_d	d	n/a
37.1035	0.12	74207	keystroke_Key.space	Key.space	n/a
37.2535	0.165	74507	keystroke_l	l	n/a
37.4035	0.09	74807	keystroke_a	a	n/a
37.5085	0.09	75017	keystroke_n	n	n/a
37.6585	0.105	75317	keystroke_d	d	n/a
38.0185	0.06	76037	keystroke_Key.enter	Key.enter	n/a
38.085	8.096	76170	prompt	n/a	daily colleagues humanities pointed\n
39.0085	0.06	78017	keystroke_c	c	n/a
39.4135	0.09	78827	keystroke_Key.backspace	Key.backspace	n/a
39.6085	0.105	79217	keystroke_d	d	n/a
39.6535	0.135	79307	keystroke_a	a	n/a
39.7735	0.15	79547	keystroke_i	i	n/a
39.8785	0.105	79757	keystroke_l	l	n/a
40.0435	0.09	80087	keystroke_y	y	n/a
40.2535	0.12	80507	keystroke_Key.space	Key.space	n/a
40.4035	0.15	80807	keystroke_c	c	n/a
40.5385	0.045	81077	keystroke_o	o	n/a
40.7335	0.075	81467	keystroke_l	l	n/a
40.8835	0.12	81767	keystroke_l	l	n/a
41.0185	0.105	82037	keystroke_e	e	n/a
41.0935	0.15	82187	keystroke_a	a	n/a
41.3035	0.09	82607	keystroke_g	g	n/a
