onset	duration	sample	value	key	prompt_text
26.7235	18.8625	53447	prompt	n/a	the quick brown fox jumps over a lazy dog\n
29.2205	0.057	58441	keystroke_t	t	n/a
29.3375	0.136	58675	keystroke_h	h	n/a
29.5475	0.121	59095	keystroke_e	e	n/a
29.7425	0.12	59485	keystroke_Key.space	Key.space	n/a
30.1475	0.09	60295	keystroke_q	q	n/a
30.2825	0.18	60565	keystroke_y	y	n/a
31.7385	0.104	63477	keystroke_Key.backspace	Key.backspace	n/a
33.3125	0.12	66625	keystroke_u	u	n/a
34.678	0.1055	69356	keystroke_i	i	n/a
34.8735	0.0895	69747	keystroke_c	c	n/a
35.008	0.195	70016	keystroke_k	k	n/a
35.803	0.15	71606	keystroke_Key.space	Key.space	n/a
36.0735	0.0595	72147	keystroke_r	r	n/a
37.063	0.075	74126	keystroke_Key.backspace	Key.backspace	n/a
37.738	0.06	75476	keystroke_b	b	n/a
37.843	0.0905	75686	keystroke_r	r	n/a
38.1285	0.15	76257	keystroke_o	o	n/a
38.4585	0.12	76917	keystroke_w	w	n/a
38.6085	0.18	77217	keystroke_n	n	n/a
38.7285	0.15	77457	keystroke_Key.space	Key.space	n/a
38.9085	0.09	77817	keystroke_f	f	n/a
39.0435	0.135	78087	keystroke_o	o	n/a
39.5835	0.045	79167	keystroke_x	x	n/a
39.7035	0.2095	79407	keystroke_Key.space	Key.space	n/a
40.243	0.135	80486	keystroke_j	j	n/a
40.528	0.09	81056	keystroke_u	u	n/a
40.813	0.1055	81626	keystroke_m	m	n/a
41.0375	0.075	82075	keystroke_p	p	n/a
41.1585	0.105	82317	keystroke_s	s	n/a
41.4125	0.091	82825	keystroke_Key.space	Key.space	n/a
41.6085	0.135	83217	keystroke_o	o	n/a
42.0725	0.12	84145	keystroke_v	v	n/a
42.3435	0.1345	84687	keystroke_e	e	n/a
42.463	0.12	84926	keystroke_r	r	n/a
42.643	0.105	85286	keystroke_Key.space	Key.space	n/a
42.7635	0.105	85527	keystroke_a	a	n/a
42.9285	0.12	85857	keystroke_Key.space	Key.space	n/a
43.1385	0.15	86277	keystroke_l	l	n/a
43.3035	0.075	86607	keystroke_a	a	n/a
43.5585	0.135	87117	keystroke_z	z	n/a
43.6635	0.21	87327	keystroke_y	y	n/a
43.8125	0.1355	87625	keystroke_Key.space	Key.space	n/a
43.9335	0.135	87867	keystroke_d	d	n/a
44.1135	0.105	88227	keystroke_o	o	n/a
44.3535	0.045	88707	keystroke_g	g	n/a
45.493	0.09	90986	keystroke_Key.enter	Key.enter	n/a
45.5915	15.3235	91183	prompt	n/a	vice groups bandwidth holders\n
46.918	0.09	93836	keystroke_v	v	n/a
47.908	0.1205	95816	keystroke_i	i	n/a
48.2835	0.18	96567	keystroke_c	c	n/a
48.4035	0.165	96807	keystroke_e	e	n/a
48.5835	0.15	97167	keystroke_Key.space	Key.space	n/a
48.8385	0.165	97677	keystroke_g	g	n/a
48.9435	0.12	97887	keystroke_r	r	n/a
49.1835	0.45	98367	keystroke_i	i	n/a
49.3785	0.18	98757	keystroke_y	y	n/a
49.5285	0.165	99057	keystroke_o	o	n/a
49.6785	0.1195	99357	keystroke_s	s	n/a
49.813	0.135	99626	keystroke_Key.space	Key.space	n/a
50.023	0.12	100046	keystroke_v	v	n/a
50.068	0.06	100136	keystroke_b	b	n/a
50.953	0.045	101906	keystroke_Key.backspace	Key.backspace	n/a
51.088	0.06	102176	keystroke_Key.backspace	Key.backspace	n/a
51.268	0.06	102536	keystroke_Key.backspace	Key.backspace	n/a
51.433	0.06	102866	keystroke_Key.backspace	Key.backspace	n/a
51.613	0.045	103226	keystroke_Key.backspace	Key.backspace	n/a
51.793	0.045	103586	keystroke_Key.backspace	Key.backspace	n/a
52.183	0.06	104366	keystroke_Key.backspace	Key.backspace	n/a
53.098	0.2105	106196	keystroke_o	o	n/a
53.2475	0.211	106495	keystroke_u	u	n/a
53.4135	0.1645	106827	keystroke_p	p	n/a
53.5635	0.12	107127	keystroke_s	s	n/a
53.7435	0.1045	107487	keystroke_Key.space	Key.space	n/a
54.0585	0.12	108117	keystroke_b	b	n/a
54.2985	0.15	108597	keystroke_a	a	n/a
54.4335	0.1495	108867	keystroke_d	d	n/a
55.5585	0.06	111117	keystroke_Key.backspace	Key.backspace	n/a
56.083	0.12	112166	keystroke_n	n	n/a
56.218	0.105	112436	keystroke_d	d	n/a
56.983	0.12	113966	keystroke_w	w	n/a
57.283	0.1355	114566	keystroke_i	i	n/a
57.4935	0.105	114987	keystroke_d	d	n/a
57.7935	0.105	115587	keystroke_t	t	n/a
58.0635	0.225	116127	keystroke_h	h	n/a
58.2135	0.165	116427	keystroke_Key.space	Key.space	n/a
58.4685	0.105	116937	keystroke_h	h	n/a
58.6935	0.045	117387	keystroke_o	o	n/a
59.2625	0.12	118525	keystroke_l	l	n/a
59.5775	0.09	119155	keystroke_d	d	n/a
59.8025	0.1505	119605	keystroke_e	e	n/a
59.923	0.09	119846	keystroke_r	r	n/a
60.238	0.105	120476	keystroke_s	s	n/a
60.853	0.06	121706	keystroke_Key.enter	Key.enter	n/a
60.919	12.807	121838	prompt	n/a	mattress habitat frontpage reaches\n
61.9635	0.12	123927	keystroke_m	m	n/a
62.1135	0.105	124227	keystroke_a	a	n/a
62.4285	0.105	124857	keystroke_t	t	n/a
62.6535	0.075	125307	keystroke_t	t	n/a
62.893	0.075	125786	keystroke_r	r	n/a
63.8975	0.106	127795	keystroke_e	e	n/a
64.213	0.06	128426	keystroke_s	s	n/a
64.393	0.06	128786	keystroke_s	s	n/a
64.528	0.09	129056	keystroke_Key.space	Key.space	n/a
64.738	0.09	129476	keystroke_h	h	n/a
65.1735	0.105	130347	keystroke_a	a	n/a
65.4885	0.12	130977	keystroke_b	b	n/a
65.8485	0.1195	131697	keystroke_i	i	n/a
66.3285	0.119	132657	keystroke_t	t	n/a
66.6275	0.135	133255	keystroke_a	a	n/a
66.9125	0.105	133825	keystroke_t	t	n/a
68.3535	0.135	136707	keystroke_Key.space	Key.space	n/a
68.6385	0.1795	137277	keystroke_f	f	n/a
68.878	0.045	137756	keystroke_e	e	n/a
69.478	0.09	138956	keystroke_Key.backspace	Key.backspace	n/a
69.7335	0.105	139467	keystroke_r	r	n/a
69.9735	0.195	139947	keystroke_o	o	n/a
70.0925	0.151	140185	keystroke_n	n	n/a
70.2285	0.105	140457	keystroke_t	t	n/a
70.6935	0.075	141387	keystroke_p	p	n/a
71.0535	0.105	142107	keystroke_a	a	n/a
71.3985	0.09	142797	keystroke_g	g	n/a
71.6085	0.09	143217	keystroke_e	e	n/a
71.7735	0.165	143547	keystroke_Key.space	Key.space	n/a
72.118	0.135	144236	keystroke_r	r	n/a
72.433	0.09	144866	keystroke_e	e	n/a
72.643	0.105	145286	keystroke_a	a	n/a
72.913	0.105	145826	keystroke_c	c	n/a
73.1075	0.12	146215	keystroke_h	h	n/a
73.273	0.1645	146546	keystroke_e	e	n/a
73.3775	0.135	146755	keystroke_s	s	n/a
73.6485	0.075	147297	keystroke_Key.enter	Key.enter	n/a
73.7295	8.3205	147459	prompt	n/a	rule legend winds restrict\n
74.788	0.1205	149576	keystroke_r	r	n/a
75.0735	0.165	150147	keystroke_y	y	n/a
75.418	0.105	150836	keystroke_k	k	n/a
76.0935	0.0745	152187	keystroke_Key.backspace	Key.backspace	n/a
76.273	0.06	152546	keystroke_Key.backspace	Key.backspace	n/a
76.6785	0.0895	153357	keystroke_u	u	n/a
76.963	0.135	153926	keystroke_l	l	n/a
77.248	0.075	154496	keystroke_e	e	n/a
77.428	0.105	154856	keystroke_Key.space	Key.space	n/a
77.653	0.135	155306	keystroke_l	l	n/a
77.773	0.09	155546	keystroke_e	e	n/a
78.133	0.045	156266	keystroke_g	g	n/a
78.223	0.12	156446	keystroke_e	e	n/a
78.344	0.1345	156688	keystroke_n	n	n/a
78.5085	0.12	157017	keystroke_d	d	n/a
78.6585	0.12	157317	keystroke_Key.space	Key.space	n/a
78.8235	0.09	157647	keystroke_w	w	n/a
78.9585	0.195	157917	keystroke_i	i	n/a
79.0935	0.1795	158187	keystroke_n	n	n/a
79.318	0.195	158636	keystroke_d	d	n/a
79.438	0.15	158876	keystroke_s	s	n/a
79.618	0.15	159236	keystroke_Key.space	Key.space	n/a
79.798	0.1505	159596	keystroke_r	r	n/a
79.8885	0.135	159777	keystroke_e	e	n/a
80.2335	0.12	160467	keystroke_s	s	n/a
80.6085	0.105	161217	keystroke_t	t	n/a
80.8635	0.105	161727	keystroke_r	r	n/a
81.0585	0.135	162117	keystroke_i	i	n/a
81.2535	0.105	162507	keystroke_c	c	n/a
81.6435	0.06	163287	keystroke_t	t	n/a
81.9585	0.089	163917	keystroke_Key.enter	Key.enter	n/a
82.053	13.902	164106	prompt	n/a	italy does yarn destroy\n
84.3605	0.001	168721	keystroke_i	i	n/a
84.4325	0.135	168865	keystroke_t	t	n/a
84.6875	0.061	169375	keystroke_a	a	n/a
85.093	0.1645	170186	keystroke_l	l	n/a
85.2425	0.2555	170485	keystroke_y	y	n/a
85.408	0.1655	170816	keystroke_Key.space	Key.space	n/a
85.5735	0.12	171147	keystroke_d	d	n/a
85.7085	0.105	171417	keystroke_o	o	n/a
85.8435	0.1795	171687	keystroke_e	e	n/a
85.978	0.165	171956	keystroke_w	w	n/a
87.8985	0.075	175797	keystroke_Key.backspace	Key.backspace	n/a
88.4085	0.105	176817	keystroke_s	s	n/a
89.308	0.105	178616	keystroke_Key.space	Key.space	n/a
90.463	0.105	180926	keystroke_y	y	n/a
90.673	0.135	181346	keystroke_a	a	n/a
90.988	0.105	181976	keystroke_r	r	n/a
91.333	0.15	182666	keystroke_Key.space	Key.space	n/a
91.9175	0.075	183835	keystroke_Key.backspace	Key.backspace	n/a
92.3675	0.136	184735	keystroke_n	n	n/a
92.6375	0.12	185275	keystroke_Key.space	Key.space	n/a
92.7425	0.2105	185485	keystroke_d	d	n/a
92.893	0.135	185786	keystroke_e	e	n/a
93.208	0.105	186416	keystroke_s	s	n/a
93.583	0.105	187166	keystroke_t	t	n/a
93.9435	0.1495	187887	keystroke_o	o	n/a
94.4985	0.075	188997	keystroke_Key.backspace	Key.backspace	n/a
94.7535	0.0595	189507	keystroke_r	r	n/a
95.218	0.105	190436	keystroke_o	o	n/a
95.503	0.0905	191006	keystroke_y	y	n/a
95.863	0.09	191726	keystroke_Key.enter	Key.enter	n/a
95.958	10.437	191916	prompt	n/a	quizzes compete gothic coast\n
97.423	0.075	194846	keystroke_q	q	n/a
97.603	0.18	195206	keystroke_u	u	n/a
97.723	0.1505	195446	keystroke_i	i	n/a
97.9935	0.075	195987	keystroke_z	z	n/a
98.1735	0.105	196347	keystroke_z	z	n/a
98.533	0.105	197066	keystroke_e	e	n/a
98.848	0.105	197696	keystroke_s	s	n/a
99.103	0.105	198206	keystroke_Key.space	Key.space	n/a
99.328	0.105	198656	keystroke_c	c	n/a
99.748	0.2105	199496	keystroke_o	o	n/a
100.6035	0.09	201207	keystroke_m	m	n/a
100.9335	0.105	201867	keystroke_p	p	n/a
101.0985	0.105	202197	keystroke_e	e	n/a
101.3385	0.09	202677	keystroke_t	t	n/a
101.5485	0.105	203097	keystroke_e	e	n/a
101.7135	0.12	203427	keystroke_Key.space	Key.space	n/a
101.9075	0.09	203815	keystroke_g	g	n/a
102.3735	0.0895	204747	keystroke_o	o	n/a
