onset	duration	sample	value	key	prompt_text
4.8245	6.2685	9649	prompt	n/a	the quick brown fox jumps over a lazy dog\n
6.532	0.028	13064	keystroke_t	t	n/a
6.545	0.09	13090	keystroke_h	h	n/a
6.621	0.119	13242	keystroke_e	e	n/a
6.71	0.105	13420	keystroke_Key.space	Key.space	n/a
6.845	0.105	13690	keystroke_q	q	n/a
6.936	0.119	13872	keystroke_u	u	n/a
7.01	0.06	14020	keystroke_i	i	n/a
7.1	0.135	14200	keystroke_c	c	n/a
7.175	0.105	14350	keystroke_k	k	n/a
7.295	0.09	14590	keystroke_Key.space	Key.space	n/a
7.476	0.045	14952	keystroke_b	b	n/a
7.625	0.09	15250	keystroke_r	r	n/a
7.7	0.09	15400	keystroke_o	o	n/a
7.82	0.09	15640	keystroke_w	w	n/a
7.88	0.12	15760	keystroke_n	n	n/a
7.97	0.075	15940	keystroke_Key.space	Key.space	n/a
8.12	0.105	16240	keystroke_f	f	n/a
8.21	0.105	16420	keystroke_o	o	n/a
8.33	0.121	16660	keystroke_x	x	n/a
8.405	0.105	16810	keystroke_Key.space	Key.space	n/a
8.6	0.075	17200	keystroke_j	j	n/a
8.735	0.09	17470	keystroke_u	u	n/a
8.9	0.15	17800	keystroke_m	m	n/a
8.99	0.135	17980	keystroke_p	p	n/a
9.11	0.1355	18220	keystroke_s	s	n/a
9.1855	0.09	18371	keystroke_Key.space	Key.space	n/a
9.2905	0.105	18581	keystroke_o	o	n/a
9.4105	0.075	18821	keystroke_v	v	n/a
9.5755	0.09	19151	keystroke_e	e	n/a
9.6205	0.105	19241	keystroke_r	r	n/a
9.6805	0.075	19361	keystroke_Key.space	Key.space	n/a
9.7855	0.12	19571	keystroke_a	a	n/a
9.8755	0.075	19751	keystroke_Key.space	Key.space	n/a
9.9955	0.1055	19991	keystroke_l	l	n/a
10.101	0.09	20202	keystroke_a	a	n/a
10.266	0.165	20532	keystroke_z	z	n/a
10.416	0.075	20832	keystroke_y	y	n/a
10.475	0.09	20950	keystroke_Key.space	Key.space	n/a
10.611	0.075	21222	keystroke_d	d	n/a
10.671	0.104	21342	keystroke_o	o	n/a
10.791	0.0595	21582	keystroke_g	g	n/a
11.0155	0.075	22031	keystroke_Key.enter	Key.enter	n/a
11.097	4.51	22194	prompt	n/a	automated observe earliest lower\n
11.6905	0.105	23381	keystroke_a	a	n/a
11.8105	0.06	23621	keystroke_u	u	n/a
11.9155	0.06	23831	keystroke_t	t	n/a
11.9905	0.06	23981	keystroke_o	o	n/a
12.0655	0.1195	24131	keystroke_m	m	n/a
12.155	0.1205	24310	keystroke_a	a	n/a
12.23	0.1205	24460	keystroke_t	t	n/a
12.3355	0.045	24671	keystroke_e	e	n/a
12.4555	0.135	24911	keystroke_d	d	n/a
12.5305	0.105	25061	keystroke_Key.space	Key.space	n/a
12.6505	0.09	25301	keystroke_o	o	n/a
12.7855	0.075	25571	keystroke_b	b	n/a
12.9805	0.075	25961	keystroke_s	s	n/a
13.1605	0.105	26321	keystroke_e	e	n/a
13.2055	0.0755	26411	keystroke_r	r	n/a
13.3705	0.075	26741	keystroke_v	v	n/a
13.5355	0.075	27071	keystroke_e	e	n/a
13.5955	0.075	27191	keystroke_Key.space	Key.space	n/a
13.7305	0.18	27461	keystroke_e	e	n/a
13.8205	0.165	27641	keystroke_a	a	n/a
13.8955	0.12	27791	keystroke_r	r	n/a
14.0005	0.09	28001	keystroke_l	l	n/a
14.0455	0.1055	28091	keystroke_i	i	n/a
14.166	0.0895	28332	keystroke_e	e	n/a
14.2705	0.15	28541	keystroke_s	s	n/a
14.3455	0.1495	28691	keystroke_t	t	n/a
14.4355	0.0895	28871	keystroke_Key.space	Key.space	n/a
14.54	0.06	29080	keystroke_l	l	n/a
14.6605	0.105	29321	keystroke_o	o	n/a
14.7505	0.12	29501	keystroke_w	w	n/a
14.9155	0.165	29831	keystroke_e	e	n/a
14.9905	0.15	29981	keystroke_r	r	n/a
15.4855	0.12	30971	keystroke_Key.enter	Key.enter	n/a
15.6105	5.232	31221	prompt	n/a	sensor gays attention receive\n
16.2355	0.06	32471	keystroke_s	s	n/a
16.3705	0.06	32741	keystroke_e	e	n/a
16.4605	0.12	32921	keystroke_n	n	n/a
16.5655	0.075	33131	keystroke_s	s	n/a
16.6855	0.12	33371	keystroke_o	o	n/a
16.8205	0.09	33641	keystroke_r	r	n/a
16.9405	0.075	33881	keystroke_Key.space	Key.space	n/a
17.1205	0.09	34241	keystroke_g	g	n/a
17.1955	0.09	34391	keystroke_a	a	n/a
17.3005	0.09	34601	keystroke_y	y	n/a
17.4355	0.12	34871	keystroke_s	s	n/a
17.5105	0.075	35021	keystroke_Key.space	Key.space	n/a
