onset	duration	sample	value	key	prompt_text
6.285	8.7995	12570	prompt	n/a	the quick brown fox jumps over a lazy dog\n
7.3585	0.058	14717	keystroke_t	t	n/a
7.4465	0.1655	14893	keystroke_h	h	n/a
7.552	0.12	15104	keystroke_e	e	n/a
7.732	0.12	15464	keystroke_Key.space	Key.space	n/a
7.882	0.1355	15764	keystroke_q	q	n/a
8.0325	0.1195	16065	keystroke_u	u	n/a
8.347	0.105	16694	keystroke_i	i	n/a
9.022	0.105	18044	keystroke_c	c	n/a
9.277	0.195	18554	keystroke_k	k	n/a
9.457	0.135	18914	keystroke_Key.space	Key.space	n/a
9.577	0.15	19154	keystroke_b	b	n/a
9.8475	0.0895	19695	keystroke_o	o	n/a
10.207	0.075	20414	keystroke_Key.backspace	Key.backspace	n/a
10.327	0.105	20654	keystroke_r	r	n/a
10.492	0.12	20984	keystroke_o	o	n/a
10.627	0.12	21254	keystroke_w	w	n/a
10.762	0.135	21524	keystroke_n	n	n/a
10.912	0.12	21824	keystroke_Key.space	Key.space	n/a
11.047	0.09	22094	keystroke_f	f	n/a
11.152	0.21	22304	keystroke_o	o	n/a
11.377	0.105	22754	keystroke_x	x	n/a
11.483	0.104	22966	keystroke_Key.space	Key.space	n/a
11.632	0.12	23264	keystroke_j	j	n/a
11.8575	0.0745	23715	keystroke_u	u	n/a
12.0825	0.105	24165	keystroke_m	m	n/a
12.3075	0.15	24615	keystroke_p	p	n/a
12.4425	0.12	24885	keystroke_s	s	n/a
12.5625	0.149	25125	keystroke_Key.space	Key.space	n/a
12.6975	0.165	25395	keystroke_o	o	n/a
12.8175	0.09	25635	keystroke_v	v	n/a
12.982	0.1955	25964	keystroke_e	e	n/a
13.1025	0.135	26205	keystroke_r	r	n/a
13.2375	0.135	26475	keystroke_Key.space	Key.space	n/a
13.3875	0.135	26775	keystroke_a	a	n/a
13.4925	0.165	26985	keystroke_Key.space	Key.space	n/a
13.7025	0.15	27405	keystroke_l	l	n/a
13.7475	0.12	27495	keystroke_a	a	n/a
14.0015	0.0605	28003	keystroke_z	z	n/a
14.2125	0.104	28425	keystroke_y	y	n/a
14.3615	0.12	28723	keystroke_Key.space	Key.space	n/a
14.5125	0.119	29025	keystroke_d	d	n/a
14.6165	0.1505	29233	keystroke_o	o	n/a
14.782	0.1195	29564	keystroke_g	g	n/a
14.9915	0.09	29983	keystroke_Key.enter	Key.enter	n/a
15.0885	5.065	30177	prompt	n/a	wishing kenny kuwait dans\n
15.7715	0.106	31543	keystroke_w	w	n/a
15.8465	0.135	31693	keystroke_i	i	n/a
16.027	0.15	32054	keystroke_s	s	n/a
16.1165	0.1355	32233	keystroke_h	h	n/a
16.267	0.135	32534	keystroke_i	i	n/a
16.387	0.18	32774	keystroke_n	n	n/a
16.522	0.09	33044	keystroke_g	g	n/a
16.627	0.1345	33254	keystroke_Key.space	Key.space	n/a
16.7765	0.1505	33553	keystroke_k	k	n/a
16.897	0.105	33794	keystroke_e	e	n/a
17.0475	0.0895	34095	keystroke_n	n	n/a
17.197	0.135	34394	keystroke_n	n	n/a
17.287	0.105	34574	keystroke_y	y	n/a
17.452	0.15	34904	keystroke_Key.space	Key.space	n/a
17.617	0.12	35234	keystroke_k	k	n/a
17.857	0.1355	35714	keystroke_u	u	n/a
18.0815	0.181	36163	keystroke_w	w	n/a
18.1715	0.151	36343	keystroke_a	a	n/a
18.2915	0.135	36583	keystroke_i	i	n/a
18.5475	0.164	37095	keystroke_t	t	n/a
18.8615	0.12	37723	keystroke_Key.space	Key.space	n/a
18.9965	0.105	37993	keystroke_d	d	n/a
19.2215	0.106	38443	keystroke_a	a	n/a
19.2965	0.12	38593	keystroke_n	n	n/a
19.4915	0.12	38983	keystroke_s	s	n/a
20.0765	0.075	40153	keystroke_Key.enter	Key.enter	n/a
20.158	7.7055	40316	prompt	n/a	affordable duty estates removed\n
20.812	0.12	41624	keystroke_a	a	n/a
20.977	0.105	41954	keystroke_f	f	n/a
21.1425	0.105	42285	keystroke_f	f	n/a
21.2775	0.135	42555	keystroke_o	o	n/a
21.3825	0.09	42765	keystroke_r	r	n/a
21.5925	0.105	43185	keystroke_d	d	n/a
21.8475	0.105	43695	keystroke_a	a	n/a
21.9225	0.0895	43845	keystroke_b	b	n/a
22.147	0.135	44294	keystroke_l	l	n/a
22.252	0.12	44504	keystroke_e	e	n/a
22.417	0.15	44834	keystroke_Key.space	Key.space	n/a
22.552	0.12	45104	keystroke_d	d	n/a
22.717	0.12	45434	keystroke_u	u	n/a
22.852	0.075	45704	keystroke_y	y	n/a
23.077	0.045	46154	keystroke_u	u	n/a
23.182	0.135	46364	keystroke_Key.space	Key.space	n/a
23.842	0.075	47684	keystroke_Key.backspace	Key.backspace	n/a
24.007	0.105	48014	keystroke_Key.backspace	Key.backspace	n/a
24.157	0.105	48314	keystroke_t	t	n/a
24.4875	0.075	48975	keystroke_Key.backspace	Key.backspace	n/a
24.6675	0.075	49335	keystroke_Key.backspace	Key.backspace	n/a
24.7125	0.089	49425	keystroke_t	t	n/a
24.9215	0.076	49843	keystroke_y	y	n/a
25.1475	0.134	50295	keystroke_Key.space	Key.space	n/a
25.2965	0.1955	50593	keystroke_e	e	n/a
25.447	0.105	50894	keystroke_s	s	n/a
25.732	0.105	51464	keystroke_t	t	n/a
25.912	0.1205	51824	keystroke_a	a	n/a
26.0175	0.165	52035	keystroke_t	t	n/a
26.1675	0.225	52335	keystroke_e	e	n/a
26.3175	0.15	52635	keystroke_s	s	n/a
26.4825	0.1195	52965	keystroke_Key.space	Key.space	n/a
26.722	0.135	53444	keystroke_r	r	n/a
26.827	0.135	53654	keystroke_e	e	n/a
26.977	0.15	53954	keystroke_m	m	n/a
27.097	0.165	54194	keystroke_o	o	n/a
27.187	0.09	54374	keystroke_v	v	n/a
27.352	0.075	54704	keystroke_e	e	n/a
27.532	0.12	55064	keystroke_d	d	n/a
27.772	0.09	55544	keystroke_Key.enter	Key.enter	n/a
27.868	7.556	55736	prompt	n/a	vacations bermuda titanium affecting\n
28.5515	0.12	57103	keystroke_v	v	n/a
28.7915	0.106	57583	keystroke_a	a	n/a
29.0015	0.165	58003	keystroke_c	c	n/a
29.1515	0.136	58303	keystroke_a	a	n/a
29.4075	0.12	58815	keystroke_t	t	n/a
29.5425	0.135	59085	keystroke_i	i	n/a
29.6625	0.18	59325	keystroke_o	o	n/a
29.7675	0.18	59535	keystroke_n	n	n/a
29.9175	0.1195	59835	keystroke_s	s	n/a
30.007	0.135	60014	keystroke_Key.space	Key.space	n/a
