onset	duration	sample	value	key	prompt_text
2.391	8.6085	4782	prompt	n/a	the quick brown fox jumps over a lazy dog\n
3.7835	0.0425	7567	keystroke_t	t	n/a
3.8555	0.09	7711	keystroke_h	h	n/a
4.351	0.09	8702	keystroke_e	e	n/a
4.4855	0.076	8971	keystroke_Key.space	Key.space	n/a
4.771	0.0895	9542	keystroke_q	q	n/a
4.9215	0.075	9843	keystroke_u	u	n/a
5.0865	0.09	10173	keystroke_i	i	n/a
5.1615	0.0455	10323	keystroke_c	c	n/a
5.341	0.031	10682	keystroke_k	k	n/a
5.5515	0.0865	11103	keystroke_Key.space	Key.space	n/a
5.7435	0.0595	11487	keystroke_Key.space	Key.space	n/a
5.909	0.089	11818	keystroke_r	r	n/a
6.298	0.0595	12596	keystroke_Key.backspace	Key.backspace	n/a
6.448	0.1045	12896	keystroke_Key.backspace	Key.backspace	n/a
6.583	0.0915	13166	keystroke_b	b	n/a
6.825	0.1045	13650	keystroke_r	r	n/a
6.9155	0.074	13831	keystroke_o	o	n/a
7.0655	0.12	14131	keystroke_w	w	n/a
7.1995	0.046	14399	keystroke_n	n	n/a
7.35	0.0595	14700	keystroke_Key.space	Key.space	n/a
7.4255	0.074	14851	keystroke_f	f	n/a
7.5455	0.06	15091	keystroke_o	o	n/a
7.6645	0.09	15329	keystroke_x	x	n/a
7.8	0.0745	15600	keystroke_Key.space	Key.space	n/a
7.9945	0.061	15989	keystroke_j	j	n/a
8.1155	0.075	16231	keystroke_u	u	n/a
8.295	0.0605	16590	keystroke_m	m	n/a
8.49	0.0595	16980	keystroke_p	p	n/a
8.5645	0.091	17129	keystroke_s	s	n/a
8.6695	0.091	17339	keystroke_Key.space	Key.space	n/a
8.8805	0.044	17761	keystroke_o	o	n/a
8.9105	0.089	17821	keystroke_v	v	n/a
8.9845	0.1505	17969	keystroke_e	e	n/a
9.09	0.1055	18180	keystroke_r	r	n/a
9.1805	0.074	18361	keystroke_Key.space	Key.space	n/a
9.2855	0.105	18571	keystroke_a	a	n/a
9.345	0.0745	18690	keystroke_Key.space	Key.space	n/a
9.5555	0.044	19111	keystroke_l	l	n/a
9.9455	0.06	19891	keystroke_a	a	n/a
10.1255	0.1045	20251	keystroke_z	z	n/a
10.2605	0.105	20521	keystroke_y	y	n/a
10.3795	0.075	20759	keystroke_Key.space	Key.space	n/a
10.5305	0.1045	21061	keystroke_d	d	n/a
10.68	0.0745	21360	keystroke_o	o	n/a
10.7695	0.061	21539	keystroke_g	g	n/a
10.8895	0.1055	21779	keystroke_Key.enter	Key.enter	n/a
11.006	7.9425	22012	prompt	n/a	official immediately transferred disclosure\n
11.5505	0.09	23101	keystroke_o	o	n/a
11.625	0.075	23250	keystroke_f	f	n/a
11.7605	0.09	23521	keystroke_f	f	n/a
11.88	0.061	23760	keystroke_i	i	n/a
11.9555	0.0895	23911	keystroke_c	c	n/a
12.06	0.0605	24120	keystroke_i	i	n/a
12.091	0.074	24182	keystroke_a	a	n/a
12.24	0.0905	24480	keystroke_l	l	n/a
12.45	0.0595	24900	keystroke_Key.space	Key.space	n/a
12.63	0.045	25260	keystroke_i	i	n/a
12.7645	0.076	25529	keystroke_m	m	n/a
12.975	0.0745	25950	keystroke_m	m	n/a
13.1405	0.075	26281	keystroke_e	e	n/a
13.29	0.0755	26580	keystroke_d	d	n/a
13.455	0.0605	26910	keystroke_i	i	n/a
13.5445	0.106	27089	keystroke_a	a	n/a
13.9055	0.0895	27811	keystroke_t	t	n/a
14.0105	0.09	28021	keystroke_e	e	n/a
14.22	0.09	28440	keystroke_y	y	n/a
14.4455	0.075	28891	keystroke_Key.backspace	Key.backspace	n/a
14.595	0.105	29190	keystroke_l	l	n/a
14.685	0.0755	29370	keystroke_y	y	n/a
14.8955	0.09	29791	keystroke_Key.space	Key.space	n/a
15.5105	0.075	31021	keystroke_t	t	n/a
15.6755	0.09	31351	keystroke_r	r	n/a
15.7655	0.09	31531	keystroke_a	a	n/a
15.8405	0.075	31681	keystroke_n	n	n/a
16.0055	0.09	32011	keystroke_s	s	n/a
16.2155	0.09	32431	keystroke_f	f	n/a
16.365	0.09	32730	keystroke_e	e	n/a
16.5	0.06	33000	keystroke_r	r	n/a
17.1605	0.105	34321	keystroke_r	r	n/a
17.2355	0.12	34471	keystroke_e	e	n/a
17.4	0.0755	34800	keystroke_d	d	n/a
17.49	0.09	34980	keystroke_Key.space	Key.space	n/a
17.67	0.0755	35340	keystroke_d	d	n/a
17.79	0.075	35580	keystroke_i	i	n/a
17.8505	0.0895	35701	keystroke_s	s	n/a
17.955	0.09	35910	keystroke_c	c	n/a
18.1055	0.0745	36211	keystroke_l	l	n/a
18.3305	0.06	36661	keystroke_o	o	n/a
18.4345	0.1055	36869	keystroke_s	s	n/a
18.5705	0.0745	37141	keystroke_u	u	n/a
18.66	0.1055	37320	keystroke_r	r	n/a
18.72	0.1055	37440	keystroke_e	e	n/a
18.84	0.1055	37680	keystroke_Key.enter	Key.enter	n/a
18.954	5.154	37908	prompt	n/a	native ranks senior slovenia\n
19.6205	0.09	39241	keystroke_n	n	n/a
19.711	0.119	39422	keystroke_a	a	n/a
19.7555	0.09	39511	keystroke_t	t	n/a
19.86	0.06	39720	keystroke_i	i	n/a
19.965	0.105	39930	keystroke_v	v	n/a
20.0405	0.1045	40081	keystroke_e	e	n/a
20.16	0.0755	40320	keystroke_Key.space	Key.space	n/a
20.31	0.136	40620	keystroke_r	r	n/a
20.447	0.058	40894	keystroke_a	a	n/a
20.475	0.06	40950	keystroke_n	n	n/a
20.641	0.0745	41282	keystroke_k	k	n/a
20.701	0.0895	41402	keystroke_s	s	n/a
20.8055	0.09	41611	keystroke_Key.space	Key.space	n/a
20.9255	0.09	41851	keystroke_e	e	n/a
21.0755	0.06	42151	keystroke_n	n	n/a
21.63	0.075	43260	keystroke_Key.backspace	Key.backspace	n/a
21.7655	0.1045	43531	keystroke_Key.backspace	Key.backspace	n/a
21.885	0.0605	43770	keystroke_s	s	n/a
22.0505	0.075	44101	keystroke_e	e	n/a
22.231	0.0595	44462	keystroke_n	n	n/a
22.575	0.0455	45150	keystroke_i	i	n/a
22.74	0.045	45480	keystroke_o	o	n/a
22.801	0.06	45602	keystroke_r	r	n/a
22.9045	0.0755	45809	keystroke_Key.space	Key.space	n/a
23.0255	0.09	46051	keystroke_s	s	n/a
23.1305	0.045	46261	keystroke_o	o	n/a
23.2655	0.09	46531	keystroke_l	l	n/a
23.3405	0.135	46681	keystroke_v	v	n/a
23.4605	0.09	46921	keystroke_e	e	n/a
23.5355	0.075	47071	keystroke_n	n	n/a
23.806	0.0445	47612	keystroke_i	i	n/a
23.8805	0.105	47761	keystroke_a	a	n/a
24.0005	0.105	48001	keystroke_Key.enter	Key.enter	n/a
24.1125	4.7045	48225	prompt	n/a	employed beverages urge swiss\n
24.721	0.0895	49442	keystroke_e	e	n/a
24.7945	0.076	49589	keystroke_m	m	n/a
25.0055	0.06	50011	keystroke_p	p	n/a
25.1705	0.06	50341	keystroke_l	l	n/a
25.3055	0.0895	50611	keystroke_o	o	n/a
25.3805	0.09	50761	keystroke_y	y	n/a
25.44	0.09	50880	keystroke_e	e	n/a
25.6055	0.0745	51211	keystroke_d	d	n/a
25.71	0.0755	51420	keystroke_Key.space	Key.space	n/a
25.815	0.0905	51630	keystroke_b	b	n/a
25.9205	0.135	51841	keystroke_e	e	n/a
26.37	0.166	52740	keystroke_v	v	n/a
26.5055	0.1495	53011	keystroke_e	e	n/a
